date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:32:51	0/0	---M--	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:02:51%20GMT	https://www.constantcontact.com/legal/california-privacy-rights	D:/My%20Web%20Sites/My/www.constantcontact.com/legal/california-privacy-rights	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:52	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2020:02:52%20GMT	http://www.constantcontact.com/legal/security	D:/My%20Web%20Sites/My/www.constantcontact.com/legal/security	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:52	38101/38101	---MCZ	200	added ('200')	text/html	date:Tue,%2007%20Jul%202020%2020:02:52%20GMT	https://www.constantcontact.com/in/legal/california-privacy-rights	D:/My%20Web%20Sites/My/www.constantcontact.com/in/legal/california-privacy-rights.html	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:53	0/0	---M--	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:02:53%20GMT	https://www.constantcontact.com/legal/security	D:/My%20Web%20Sites/My/www.constantcontact.com/legal/security	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:54	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2020:02:54%20GMT	http://www.constantcontact.com/legal/anti-spam	D:/My%20Web%20Sites/My/www.constantcontact.com/legal/anti-spam.af.delayed	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:54	44604/44604	---MCZ	200	added ('200')	text/html	date:Tue,%2007%20Jul%202020%2020:02:54%20GMT	https://www.constantcontact.com/in/legal/security	D:/My%20Web%20Sites/My/www.constantcontact.com/in/legal/security.html	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:55	0/0	---M--	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:02:55%20GMT	https://www.constantcontact.com/legal/anti-spam	D:/My%20Web%20Sites/My/www.constantcontact.com/legal/anti-spam	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:56	48669/48669	---MCZ	200	added ('200')	text/html	date:Tue,%2007%20Jul%202020%2020:02:56%20GMT	https://www.constantcontact.com/in/legal/anti-spam	D:/My%20Web%20Sites/My/www.constantcontact.com/in/legal/anti-spam.html	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:57	496/496	---MC-	200	added ('OK')	text/css	date:Tue,%2007%20Jul%202020%2020:02:57%20GMT	https://fonts.googleapis.com/icon?family=Material+Icons&display=swap	D:/My%20Web%20Sites/My/fonts.googleapis.com/icon8dad.css	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:58	242/242	---MC-	200	added ('OK')	text/css	date:Tue,%2007%20Jul%202020%2020:02:57%20GMT	https://fonts.googleapis.com/icon?family=Roboto&display=swap	D:/My%20Web%20Sites/My/fonts.googleapis.com/iconaae9.css	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:58	50862/50862	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2020:03:03%20GMT	https://endurance.clarip.com/dsr/create	D:/My%20Web%20Sites/My/endurance.clarip.com/dsr/create.html	(from https://www.constantcontact.com/website/builder?utm_source=customersites%26utm_medium%3Dbanner%26utm_campaign%3Dconstantcontact)
01:32:58	0/0	---M--	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:02:58%20GMT	https://www.constantcontact.com/email-templates?ic=20190-10-nav	D:/My%20Web%20Sites/My/www.constantcontact.com/email-templates.b52be1.delayed	(from https://www.constantcontact.com/website/builder)
01:33:02	68485/68485	---MC-	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:03:01%20GMT	https://www.constantcontact.com/in/email-marketing-features?ic=20190-10-nav	D:/My%20Web%20Sites/My/www.constantcontact.com/in/email-marketing-features2be1	(from https://www.constantcontact.com/website/builder)
01:33:03	0/0	---M--	301	error ('301')	text/html	date:Tue,%2007%20Jul%202020%2020:03:03%20GMT	https://www.constantcontact.com/pricing?ic=20190-10-nav	D:/My%20Web%20Sites/My/www.constantcontact.com/pricing2be1	(from https://www.constantcontact.com/website/builder)
